interaction_id,turn_number,text,next_text
20260207/0883d23f-18:30:50-709ca7d5,13,What job roles are you looking for? You can tell any job you are looking for.,"Madam, right now we have a bike, if you send it outside, it will work, madam, for us to roam around."
20260207/08896027-18:01:12-5ae97305,13,What job roles are you looking for? You can tell any job you are looking for.,What is it for us?
20260207/089aabfa-16:46:47-4cad92a7,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",I work in the IT field. I need this.
20260207/08a35de3-16:12:05-5dc9d2ce,15,What job roles are you looking for? You can tell any job you are looking for Hey are you still on call?,Yes.
20260207/08a35de3-16:12:05-5dc9d2ce,17,What job roles are you looking for? You can tell any job you are looking for,I am a company private
20260207/08a35de3-16:12:05-5dc9d2ce,19,"I'm sorry, I didn't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/08b07fde-16:56:58-00f8f1ff,13,Okay. What kind of job are you looking for?,Engineering related.
20260207/08b07fde-16:56:58-00f8f1ff,15,What job roles are you looking for? You can tell any job you are looking for.,Software developer.
20260207/08c29dba-16:36:18-a245c811,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/08ec6ae0-19:00:20-60354d9e,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/0912353e-18:36:04-ed89611e,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I will do it like an electrician operator.
20260207/09137b8d-18:37:43-d7d6380d,13,What was the last title of your last job role?,I have done B.Com.
20260207/09137b8d-18:37:43-d7d6380d,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Accountant, accounting and finance."
20260207/09156d07-16:00:50-d5f8a688,13,What job roles are you looking for? You can tell any job you are looking for.,Job
20260207/0922be3a-16:39:36-1c1b1b32,25,What job roles are you looking for? You can tell any job you are looking for.,I won't tell.
20260207/0922be3a-16:39:36-1c1b1b32,27,What job roles are you looking for? You can tell any job you are looking for.,I won't tell.
20260207/0942adec-16:46:23-3dd438eb,23,What job roles are you looking for? You can tell any job you are looking for.,Procurement in SIP MM.
20260207/094a8fc4-16:04:24-a7bd46c7,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Tell me, what is it?"
20260207/094a8fc4-16:04:24-a7bd46c7,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Machine operator, ma'am."
20260207/0964c27e-15:41:50-4a83e5ee,23,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Full time job.
20260207/09721906-16:30:45-3448d92b,15,What job roles are you looking for? You can tell any job you are looking for.,"I will do it, ma'am."
20260207/09721906-16:30:45-3448d92b,17,What job roles are you looking for? You can tell any job you are looking for.,"You give a suggestion, we will tell you."
20260207/097fb65d-16:51:42-26cd4816,13,What job roles are you looking for? You can tell any job you are looking for,Driver.
20260207/0982c303-18:06:45-892a0ef2,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/0985e0c5-15:56:38-ae9a3ef7,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I have joined the Indian Army.
20260207/0985e7a8-15:38:02-0063e264,15,What job roles are you looking for? You can tell any job you are looking for,What is the condition?
20260207/09a655bc-16:37:42-0b9df7fe,11,What was the last title of your last job role?,Hmm?
20260207/09a655bc-16:37:42-0b9df7fe,13,What was the last title of your last job role?,They will do security.
20260207/09a655bc-16:37:42-0b9df7fe,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",What are you doing?
20260207/09a655bc-16:37:42-0b9df7fe,19,"I am helping users find jobs by confirming some data about them and collecting new information. What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",Yes.
20260207/09a655bc-16:37:42-0b9df7fe,21,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Okay.
20260207/09a655bc-16:37:42-0b9df7fe,23,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",They will look for any government job.
20260207/09d5bf7e-16:30:06-020c0da0,19,What job roles are you looking for? You can tell any job you are looking for.,PSI.
20260207/09e3ce3d-15:51:09-c00f8f10,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",I am a girl.
20260207/09e647a6-16:17:53-d78dee90,13,Okay. What kind of job are you looking for?,Passion Masadatrayila
20260207/09e647a6-16:17:53-d78dee90,17,What job roles are you looking for? You can tell any job you are looking for,"Which job is it, tell me sir? Which jobs are there?"
20260207/09ef1c01-16:19:06-59d20736,13,What job roles are you looking for? You can tell any job you are looking for.,Banking or Finance?
20260207/09f82f95-17:37:20-95c1d0d5,15,What job roles are you looking for? You can tell any job you are looking for.,Official
20260207/0a233f55-16:10:28-b006f78a,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Bank bank sector.
20260207/0a23c5ae-18:24:48-4bd6ca49,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Fire safety.
20260207/0a2b8682-20:03:24-68423f2a,21,What job roles are you looking for? You can tell any job you are looking for.,Anything will do.
20260207/0a54085c-16:37:20-2f6a7f05,11,What was the last title of your last job role?,Yes
20260207/0a54085c-16:37:20-2f6a7f05,13,What was the last title of your last job role?,I am doing a degree.
20260207/0a54085c-16:37:20-2f6a7f05,15,What was the last title of your last job role?,"Madam, yes madam, I had written maths."
20260207/0a54085c-16:37:20-2f6a7f05,17,What was the last title of your last job role?,"Oh, company."
20260207/0a54085c-16:37:20-2f6a7f05,19,What was the last title of your last job role?,I didn't understand.
20260207/0a54085c-16:37:20-2f6a7f05,21,What was the last title of your last job role? Hey are you still on call?,Yes madam.
20260207/0a54085c-16:37:20-2f6a7f05,29,What job roles are you looking for? You can tell any job you are looking for.,It is available.
20260207/0a54085c-16:37:20-2f6a7f05,31,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",Hello.
